default_setting_begin	type=mother_tree	hp_regen_bonus=2	mp_regen_bonus=1	default_setting_end
default_setting_begin	type=damage	damage_on_hp=200	damage_on_mp=0	default_setting_end
default_setting_begin	type=poison	skill_name=[s_area_a_speed_down]	default_setting_end
default_setting_begin	type=swamp	move_bonus=-50	default_setting_end


//Below	water	volume	(must	be	above	the	head	of	a	family)
//16_21
area_begin	name=[16_21_water1]	map_no={16;21}	type=water	water_range={Min:(-131071.984375	98303.992188	-4780.006836)	Max:(-98303.984375	131071.992188	-3780.006836)}	area_end
area_begin	name=[godad_swamp_monster26]	map_no={22;16}	type=poison	target=npc	skill_list={@s_area_haste2;@s_area_focus3;@s_area_death_wisper3;@s_area_might3;@s_area_shield3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{93421;-55220;-2819;-2619};{94109;-55536;-2819;-2619};{94601;-55164;-2819;-2619};{94581;-54740;-2819;-2619};{94185;-54360;-2819;-2619};{93565;-54344;-2819;-2619};{93365;-54760;-2819;-2619}}		area_end

//Swamp	[	PC	poison	]	of	cry	of	distress
area_begin	name=[godad_swamp_pc1]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{71030;-60113;-3375;-2975};{70966;-59549;-3375;-2975};{70250;-59173;-3375;-2975};{69622;-59597;-3375;-2975};{69634;-60261;-3375;-2975};{70026;-60593;-3375;-2975};{70566;-60601;-3375;-2975}}	area_end
area_begin	name=[godad_swamp_pc2]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{73522;-59473;-3191;-2991};{73454;-58861;-3191;-2991};{73194;-58629;-3191;-2991};{72642;-58433;-3191;-2991};{72110;-58501;-3191;-2991};{71782;-59013;-3191;-2991};{71922;-59817;-3191;-2991};{72482;-60149;-3191;-2991};{72986;-60085;-3191;-2991}}	area_end
area_begin	name=[godad_swamp_pc3]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{72376;-55558;-3335;-2935};{72036;-54506;-3335;-2935};{71188;-54130;-3335;-2935};{70264;-54442;-3335;-2935};{69748;-55206;-3335;-2935};{69860;-56066;-3335;-2935};{70708;-56830;-3335;-2935};{71632;-56706;-3335;-2935};{72132;-56258;-3335;-2935}}	area_end
area_begin	name=[godad_swamp_pc4]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{76091;-53873;-3179;-2979};{75447;-53721;-3179;-2979};{75135;-54069;-3179;-2979};{75047;-54749;-3179;-2979};{75491;-55125;-3179;-2979};{76171;-54993;-3179;-2979};{76323;-54677;-3179;-2979};{76339;-54281;-3179;-2979}}								area_end
area_begin	name=[godad_swamp_pc5]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{74415;-51769;-3255;-2955};{74351;-51081;-3255;-2955};{74075;-50837;-3255;-2955};{74007;-50597;-3255;-2955};{73335;-50669;-3255;-2955};{72983;-51393;-3255;-2955};{73167;-51845;-3255;-2955};{73995;-52025;-3255;-2955}}		area_end
area_begin	name=[godad_swamp_pc6]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{73198;-44860;-3458;-3158};{72682;-44392;-3458;-3158};{71766;-44416;-3458;-3158};{71314;-44836;-3458;-3158};{71378;-45248;-3458;-3158};{71430;-45960;-3458;-3158};{71850;-46264;-3458;-3158};{72594;-46236;-3458;-3158};{73034;-45800;-3458;-3158}}		area_end
area_begin	name=[godad_swamp_pc7]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{74049;-42558;-3418;-3118};{73997;-41998;-3418;-3118};{73513;-41622;-3418;-3118};{73093;-41610;-3418;-3118};{72537;-42338;-3418;-3118};{72661;-42830;-3418;-3118};{73325;-43018;-3418;-3118};{73641;-42942;-3418;-3118}}		area_end
area_begin	name=[godad_swamp_pc8]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{77309;-42410;-3410;-3110};{76629;-41878;-3410;-3110};{75557;-41990;-3410;-3110};{74781;-42802;-3410;-3110};{74745;-43802;-3410;-3110};{75581;-44790;-3410;-3110};{76761;-44770;-3410;-3110};{77597;-44062;-3410;-3110};{77641;-43006;-3410;-3110}}		area_end
area_begin	name=[godad_swamp_pc9]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{80214;-42670;-3422;-3122};{80438;-42094;-3422;-3122};{80314;-41546;-3422;-3122};{79614;-41342;-3422;-3122};{78754;-41710;-3422;-3122};{78662;-42230;-3422;-3122};{79062;-42894;-3422;-3122};{79758;-43070;-3422;-3122};{79930;-42834;-3422;-3122}}		area_end
area_begin	name=[godad_swamp_pc10]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{83118;-41483;-3370;-3070};{82686;-40931;-3370;-3070};{82046;-40887;-3370;-3070};{82050;-41079;-3370;-3070};{81734;-41263;-3370;-3070};{81610;-41879;-3370;-3070};{82366;-42299;-3370;-3070};{82758;-42155;-3370;-3070};{82910;-41879;-3370;-3070};{83086;-41823;-3370;-3070}}		area_end
area_begin	name=[godad_swamp_pc11]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{81654;-45503;-3366;-3066};{81886;-45267;-3366;-3066};{82222;-44899;-3366;-3066};{82266;-44547;-3366;-3066};{82098;-44207;-3366;-3066};{81506;-44063;-3366;-3066};{80846;-44375;-3366;-3066};{80786;-44795;-3366;-3066};{81094;-45271;-3366;-3066}}		area_end
area_begin	name=[godad_swamp_pc12]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{79526;-51746;-2522;-2222};{79638;-51098;-2522;-2222};{79190;-50458;-2522;-2222};{78398;-50694;-2522;-2222};{78158;-51298;-2522;-2222};{78570;-51934;-2522;-2222};{79214;-51898;-2522;-2222}}		area_end
area_begin	name=[godad_swamp_pc13]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{83615;-50828;-2470;-2170};{83507;-50428;-2470;-2170};{83115;-50032;-2470;-2170};{82447;-50180;-2470;-2170};{82231;-50752;-2470;-2170};{82535;-51328;-2470;-2170};{82855;-51444;-2470;-2170};{83535;-51204;-2470;-2170}}		area_end
area_begin	name=[godad_swamp_pc14]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{81946;-53719;-2458;-2158};{81398;-53767;-2458;-2158};{80642;-53691;-2458;-2158};{79554;-54587;-2458;-2158};{79782;-55123;-2458;-2158};{79886;-56423;-2458;-2158};{81054;-57231;-2458;-2158};{81802;-57111;-2458;-2158};{82970;-56139;-2458;-2158};{82738;-54227;-2458;-2158}}		area_end
area_begin	name=[godad_swamp_pc15]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{78226;-58454;-2542;-2242};{78206;-58026;-2542;-2242};{77858;-57766;-2542;-2242};{77370;-57814;-2542;-2242};{77058;-58266;-2542;-2242};{77374;-58806;-2542;-2242};{77966;-58870;-2542;-2242}}		area_end
area_begin	name=[godad_swamp_pc16]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{77796;-61961;-2558;-2258};{77836;-61333;-2558;-2258};{77524;-60969;-2558;-2258};{77100;-61041;-2558;-2258};{76796;-61233;-2558;-2258};{76728;-61865;-2558;-2258};{77368;-62213;-2558;-2258}}		area_end
area_begin	name=[godad_swamp_pc17]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{82052;-59979;-2414;-2114};{81588;-59123;-2414;-2114};{80692;-59059;-2414;-2114};{80152;-59707;-2414;-2114};{80172;-60535;-2414;-2114};{80824;-61043;-2414;-2114};{81552;-60955;-2414;-2114}}		area_end
area_begin	name=[godad_swamp_pc18]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{85533;-63207;-2522;-2222};{85685;-62647;-2522;-2222};{85249;-62239;-2522;-2222};{84589;-62535;-2522;-2222};{84549;-63151;-2522;-2222};{85101;-63443;-2522;-2222}}		area_end
area_begin	name=[godad_swamp_pc19]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{89512;-60985;-2462;-2162};{89712;-60141;-2462;-2162};{88888;-59441;-2462;-2162};{87948;-59557;-2462;-2162};{87620;-60545;-2462;-2162};{88136;-61165;-2462;-2162};{88544;-61437;-2462;-2162}}		area_end
area_begin	name=[godad_swamp_pc20]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{86034;-54576;-2574;-2274};{85642;-54220;-2574;-2274};{85238;-54224;-2574;-2274};{84862;-54636;-2574;-2274};{85082;-55248;-2574;-2274};{85526;-55364;-2574;-2274};{85950;-55020;-2574;-2274}}		area_end
area_begin	name=[godad_swamp_pcr21]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{90080;-52443;-2727;-2427};{90212;-51947;-2727;-2427};{89700;-51239;-2727;-2427};{88928;-51583;-2727;-2427};{88764;-51991;-2727;-2427};{89008;-52687;-2727;-2427};{89688;-52723;-2727;-2427}}		area_end
area_begin	name=[godad_swamp_pc22]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{92777;-52363;-2767;-2467};{91981;-51967;-2767;-2467};{91281;-52519;-2767;-2467};{91229;-53299;-2767;-2467};{91385;-53679;-2767;-2467};{92405;-53943;-2767;-2467};{93025;-53439;-2767;-2467}}		area_end
area_begin	name=[godad_swamp_pc23]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{95179;-52286;-2763;-2463};{94747;-51982;-2763;-2463};{94303;-52062;-2763;-2463};{93927;-52458;-2763;-2463};{94187;-53042;-2763;-2463};{94707;-53150;-2763;-2463};{95043;-53058;-2763;-2463};{95211;-52546;-2763;-2463}}		area_end
area_begin	name=[godad_swamp_pc24]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{85757;-59957;-2550;-2150};{86073;-59585;-2550;-2150};{86085;-59117;-2550;-2150};{85761;-58801;-2550;-2150};{85177;-58893;-2550;-2150};{84905;-59329;-2550;-2150};{85229;-59869;-2550;-2150}}		area_end
area_begin	name=[godad_swamp_pc25]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{81382;-63921;-2486;-2286};{81826;-63537;-2486;-2286};{81834;-62985;-2486;-2286};{81298;-62773;-2486;-2286};{80870;-62985;-2486;-2286};{80798;-63309;-2486;-2286};{80946;-63769;-2486;-2286}}		area_end
area_begin	name=[godad_swamp_pc26]	map_no={22;16}	type=poison	target=pc	skill_list={@s_area_poison7;@s_area_pd_down3}	skill_action_type=serial	skill_prob=70	unit_tick=9	initial_delay=1	default_status=on	range={{93421;-55220;-2819;-2619};{94109;-55536;-2819;-2619};{94601;-55164;-2819;-2619};{94581;-54740;-2819;-2619};{94185;-54360;-2819;-2619};{93565;-54344;-2819;-2619};{93365;-54760;-2819;-2619}}		area_end

//	26_14(It	pastes,	the	car	su	the	nest)
area_begin	name=[balakas_lava_1]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{212916;-117204;-1700;-1500};{213404;-117248;-1700;-1500};{213444;-116584;-1700;-1500};{213012;-116444;-1700;-1500};{212828;-116928;-1700;-1500}}		area_end
area_begin	name=[balakas_lava_2]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{212304;-116608;-1800;-1600};{212708;-116660;-1800;-1600};{212820;-116300;-1800;-1600};{212416;-116144;-1800;-1600};{212140;-116336;-1800;-1600}}		area_end
area_begin	name=[balakas_lava_3]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214032;-116748;-1772;-1572};{214488;-116652;-1772;-1572};{214548;-116352;-1772;-1572};{214064;-116232;-1772;-1572}}		area_end
area_begin	name=[balakas_lava_4]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214424;-115452;-1800;-1600};{214776;-115520;-1800;-1600};{214944;-115248;-1800;-1600};{214652;-114784;-1800;-1600};{214460;-114824;-1800;-1600};{214412;-115080;-1800;-1600}}		area_end
area_begin	name=[balakas_lava_5]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214668;-114276;-1820;-1620};{214948;-113876;-1820;-1620};{214612;-113588;-1820;-1620};{214228;-113884;-1820;-1620};{214340;-114148;-1820;-1620}}		area_end
area_begin	name=[balakas_lava_6]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{213916;-115660;-1768;-1568};{214220;-114648;-1768;-1568};{213392;-113112;-1768;-1568};{212100;-113460;-1768;-1568};{211292;-115164;-1768;-1568};{211948;-115196;-1768;-1568};{211976;-115628;-1768;-1568};{212696;-116036;-1768;-1568};{213200;-116136;-1768;-1568}}		area_end
area_begin	name=[balakas_lava_7]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{210524;-114376;-1764;-1564};{211144;-114604;-1764;-1564};{211148;-114340;-1764;-1564};{210764;-114116;-1764;-1564}}		area_end
area_begin	name=[balakas_lava_8]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{212276;-113016;-1716;-1516};{212932;-112836;-1716;-1516};{212860;-112600;-1716;-1516};{212616;-112488;-1716;-1516};{212188;-112604;-1716;-1516};{212144;-112820;-1716;-1516}}		area_end
area_begin	name=[balakas_lava_9]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{211608;-113560;-1720;-1520};{211944;-113408;-1720;-1520};{211880;-112888;-1720;-1520};{211220;-112780;-1720;-1520};{211204;-113400;-1720;-1520}}		area_end
area_begin	name=[balakas_lava_10]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{210596;-116292;-1732;-1532};{210904;-116088;-1732;-1532};{210972;-115760;-1732;-1532};{210784;-115612;-1732;-1532};{210308;-115904;-1732;-1532}}		area_end
area_begin	name=[balakas_lava_11]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{211272;-117352;-1736;-1536};{211660;-117220;-1736;-1536};{211552;-117000;-1736;-1536};{211792;-116936;-1736;-1536};{212072;-116412;-1736;-1536};{211916;-115952;-1736;-1536};{211600;-115956;-1736;-1536};{211356;-116588;-1736;-1536};{210928;-116296;-1736;-1536};{210872;-117028;-1736;-1536}}		area_end
area_begin	name=[balakas_lava_12]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{211528;-117312;-1748;-1548};{212828;-117884;-1748;-1548};{212756;-117068;-1748;-1548};{212584;-116828;-1748;-1548};{212300;-116812;-1748;-1548};{211796;-117168;-1748;-1548}}		area_end
area_begin	name=[balakas_lava_13]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{213224;-117956;-1792;-1592};{213204;-117548;-1792;-1592};{213016;-117412;-1792;-1592};{212792;-117456;-1792;-1592};{212836;-117916;-1792;-1592}}		area_end
area_begin	name=[balakas_lava_14]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{213440;-118004;-1812;-1612};{213852;-118004;-1812;-1612};{213728;-117728;-1812;-1612};{213584;-117748;-1812;-1612}}		area_end
area_begin	name=[balakas_lava_15]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{213988;-117184;-1764;-1564};{213808;-117232;-1764;-1564};{213952;-117772;-1764;-1564};{213636;-118036;-1764;-1564};{214660;-117924;-1764;-1564};{214232;-117560;-1764;-1564};{214224;-117412;-1764;-1564}}		area_end
area_begin	name=[balakas_lava_16]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214564;-117840;-1716;-1516};{214844;-117352;-1716;-1516};{214616;-117172;-1716;-1516};{214436;-117300;-1716;-1516};{214304;-117592;-1716;-1516}}		area_end
area_begin	name=[balakas_lava_17]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{215148;-117144;-1700;-1500};{215300;-117208;-1700;-1500};{215516;-116568;-1700;-1500};{215296;-116592;-1700;-1500}}		area_end
area_begin	name=[balakas_lava_18]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{215356;-116304;-1684;-1484};{215584;-116508;-1684;-1484};{216472;-114732;-1684;-1484};{215428;-114700;-1684;-1484};{215204;-114556;-1684;-1484};{214916;-114664;-1684;-1484};{214932;-114920;-1684;-1484};{215244;-115184;-1684;-1484};{215116;-115408;-1684;-1484};{215420;-115756;-1684;-1484};{215296;-115852;-1684;-1484}}		area_end
area_begin	name=[balakas_lava_19]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{214888;-114200;-1740;-1540};{216164;-114560;-1740;-1540};{216120;-113212;-1740;-1540};{215380;-112272;-1740;-1540};{214240;-113388;-1740;-1540};{215420;-113568;-1740;-1540}}		area_end
area_begin	name=[balakas_lava_20]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{213792;-112592;-1792;-1592};{214948;-111748;-1792;-1592};{213932;-111516;-1792;-1592};{213624;-112404;-1792;-1592}}		area_end
area_begin	name=[balakas_lava_21]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{212408;-112372;-1772;-1572};{212800;-111924;-1772;-1572};{212656;-111156;-1772;-1572};{211096;-111788;-1772;-1572};{211460;-112196;-1772;-1572};{211904;-112736;-1772;-1572};{212280;-112092;-1772;-1572}}		area_end
area_begin	name=[balakas_lava_22]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{211120;-112784;-1744;-1544};{211300;-112484;-1744;-1544};{211116;-112048;-1744;-1544};{209044;-113592;-1744;-1544};{209900;-113652;-1744;-1544};{210020;-113412;-1744;-1544};{210812;-113544;-1744;-1544};{211088;-113220;-1744;-1544};{210720;-112888;-1744;-1544}}		area_end
area_begin	name=[balakas_lava_23]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{209504;-113076;-1600;-1400};{209808;-113412;-1600;-1400};{210004;-112864;-1600;-1400};{209596;-112916;-1600;-1400}}		area_end
area_begin	name=[balakas_lava_24]	map_no={26;14}	type=poison	target=pc	skill_name=[s_area_fire7]	skill_prob=50	unit_tick=9	initial_delay=1	default_status=on	range={{210400;-112656;-1528;-1328};{210308;-112356;-1528;-1328};{210152;-112260;-1528;-1328};{209944;-112384;-1528;-1328};{209804;-112308;-1528;-1328};{209688;-112448;-1528;-1328};{209804;-112564;-1528;-1328};{209772;-112672;-1528;-1328};{209968;-112884;-1528;-1328}}		area_end
